Item_ID,Item_Name,Item_Type,Item_Fat_Content,Item_Weight (kg),Item_MRP (₹),Item_Visibility,Outlet_ID,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales (₹),Delivery_Time (mins),Customer_Rating
ITEM0834,Military,Fruits,Regular,6.78,478.64,0.076,OUT013,Small,Tier 1,Supermarket Type2,12920.14,44,2.7
ITEM0835,Can,Household,Low Fat,5.35,127.37,0.181,OUT013,Large,Tier 3,Supermarket Type1,17597.12,24,3.2
ITEM0836,Experience,Vegetables,Regular,7.68,484.36,0.197,OUT010,Small,Tier 1,Supermarket Type2,16443.04,27,4.2
ITEM0837,Thus,Household,Low Fat,7.52,428.93,0.011,OUT027,Small,Tier 2,Grocery Store,6302.17,39,4.4
ITEM0838,Who,Frozen Foods,Low Fat,8.83,248.76,0.136,OUT027,Medium,Tier 3,Grocery Store,3682.64,53,2.9
ITEM0839,Sit,Household,Low Fat,2.07,486.78,0.241,OUT010,Large,Tier 2,Supermarket Type2,8119.41,39,2.7
ITEM0840,Down,Bakery,Low Fat,3.07,241.69,0.149,OUT010,Large,Tier 2,Supermarket Type2,13821.61,20,3.8
ITEM0841,Herself,Vegetables,Regular,4.24,361.46,0.237,OUT027,Large,Tier 2,Supermarket Type2,18898.87,19,3.8
ITEM0842,Cell,Beverages,Low Fat,2.51,354.97,0.116,OUT010,Medium,Tier 2,Supermarket Type1,17525.11,28,5.0
ITEM0843,Goal,Dairy,Regular,0.79,351.33,0.184,OUT013,Medium,Tier 1,Supermarket Type2,8691.3,53,4.0
ITEM0844,Board,Vegetables,Low Fat,8.1,217.04,0.14,OUT013,Large,Tier 1,Supermarket Type1,817.72,46,4.5
ITEM0845,Put,Fruits,Low Fat,2.89,171.51,0.11,OUT010,Large,Tier 1,Supermarket Type2,12954.23,31,2.7
ITEM0846,Since,Snacks,Low Fat,7.16,266.57,0.029,OUT018,Small,Tier 1,Supermarket Type1,18296.02,39,3.6
ITEM0847,Meet,Frozen Foods,Low Fat,1.84,225.11,0.069,OUT049,Small,Tier 3,Supermarket Type2,15206.49,48,2.5
ITEM0848,Rather,Beverages,Regular,4.35,245.19,0.204,OUT018,Small,Tier 2,Grocery Store,8720.01,53,4.5
ITEM0849,Will,Frozen Foods,Low Fat,9.97,158.34,0.078,OUT013,Medium,Tier 1,Grocery Store,19053.28,43,4.6
ITEM0850,Describe,Frozen Foods,Low Fat,9.7,233.93,0.169,OUT010,Medium,Tier 2,Grocery Store,6160.56,30,2.7
ITEM0851,Chance,Snacks,Low Fat,3.85,74.58,0.034,OUT018,Small,Tier 2,Supermarket Type2,19881.76,27,3.2
ITEM0852,Form,Household,Regular,9.52,99.8,0.035,OUT013,Medium,Tier 1,Supermarket Type1,12626.37,19,4.1
ITEM0853,Rich,Household,Regular,5.37,426.21,0.188,OUT010,Medium,Tier 2,Supermarket Type1,19689.82,20,2.6
ITEM0854,Management,Household,Regular,7.76,489.38,0.025,OUT018,Small,Tier 1,Supermarket Type1,6946.07,37,4.5
ITEM0855,Same,Frozen Foods,Low Fat,6.88,123.22,0.151,OUT013,Medium,Tier 2,Supermarket Type2,9688.35,55,3.8
ITEM0856,Floor,Snacks,Low Fat,7.79,400.4,0.119,OUT013,Small,Tier 1,Supermarket Type2,9270.3,27,2.7
ITEM0857,Should,Snacks,Regular,6.35,339.19,0.11,OUT049,Large,Tier 1,Grocery Store,17426.08,35,4.7
ITEM0858,East,Vegetables,Low Fat,6.41,52.14,0.037,OUT013,Large,Tier 3,Grocery Store,1165.7,42,4.7
ITEM0859,List,Vegetables,Low Fat,9.19,161.66,0.03,OUT049,Small,Tier 3,Supermarket Type1,11483.42,54,3.6
ITEM0860,Order,Snacks,Regular,7.35,74.21,0.105,OUT010,Large,Tier 3,Grocery Store,16018.69,53,4.6
ITEM0861,Decision,Vegetables,Low Fat,2.97,483.75,0.242,OUT018,Large,Tier 1,Supermarket Type1,14821.83,48,3.7
ITEM0862,Important,Dairy,Regular,1.11,344.93,0.247,OUT013,Medium,Tier 1,Grocery Store,18644.49,24,3.1
ITEM0863,Sing,Dairy,Regular,1.15,414.36,0.011,OUT013,Large,Tier 1,Supermarket Type1,11011.71,50,3.1
ITEM0864,Program,Bakery,Regular,2.19,490.54,0.1,OUT049,Medium,Tier 2,Grocery Store,3092.91,23,2.9
ITEM0865,Hour,Fruits,Low Fat,0.66,405.79,0.176,OUT027,Large,Tier 1,Supermarket Type2,18229.15,59,2.8
ITEM0866,Such,Fruits,Low Fat,2.38,34.97,0.157,OUT010,Medium,Tier 2,Supermarket Type2,1164.82,27,4.4
ITEM0867,Your,Frozen Foods,Regular,3.99,320.2,0.186,OUT049,Medium,Tier 3,Supermarket Type2,12362.84,52,4.7
ITEM0868,Book,Frozen Foods,Low Fat,4.4,290.3,0.061,OUT049,Small,Tier 2,Supermarket Type2,19506.93,55,3.2
ITEM0869,Level,Fruits,Regular,8.22,428.13,0.052,OUT049,Medium,Tier 3,Supermarket Type2,3583.05,18,3.9
ITEM0870,None,Vegetables,Low Fat,4.19,75.24,0.243,OUT027,Small,Tier 3,Supermarket Type1,4813.14,15,3.3
ITEM0871,Wear,Frozen Foods,Regular,3.14,365.23,0.105,OUT049,Medium,Tier 1,Grocery Store,5572.99,51,2.6
ITEM0872,Democrat,Vegetables,Regular,7.6,65.24,0.135,OUT027,Small,Tier 2,Grocery Store,2909.85,35,4.7
ITEM0873,Magazine,Vegetables,Regular,4.3,362.5,0.168,OUT049,Large,Tier 3,Supermarket Type1,15874.93,23,5.0
ITEM0874,Policy,Bakery,Regular,2.72,236.86,0.11,OUT018,Large,Tier 3,Supermarket Type1,17039.58,28,4.7
ITEM0875,Computer,Frozen Foods,Regular,5.99,125.14,0.071,OUT010,Medium,Tier 3,Supermarket Type1,10076.12,13,4.5
ITEM0876,Glass,Dairy,Low Fat,9.91,129.71,0.047,OUT027,Large,Tier 1,Grocery Store,18255.99,54,3.7
ITEM0877,Drug,Bakery,Regular,3.55,243.25,0.026,OUT049,Small,Tier 2,Grocery Store,4183.87,42,2.7
ITEM0878,Government,Beverages,Regular,2.57,440.54,0.123,OUT018,Medium,Tier 2,Supermarket Type1,4180.99,10,3.5
ITEM0879,Weight,Fruits,Low Fat,6.46,368.91,0.123,OUT027,Medium,Tier 3,Grocery Store,3920.37,24,3.7
ITEM0880,Window,Bakery,Regular,1.16,128.5,0.201,OUT027,Small,Tier 1,Supermarket Type2,16852.75,44,4.5
ITEM0881,Billion,Vegetables,Regular,6.35,352.14,0.153,OUT049,Small,Tier 3,Supermarket Type1,5084.24,31,4.0
ITEM0882,Guess,Frozen Foods,Low Fat,6.89,320.27,0.052,OUT049,Small,Tier 3,Supermarket Type1,3791.51,54,3.8
ITEM0883,Oil,Fruits,Low Fat,4.67,177.34,0.101,OUT027,Small,Tier 2,Supermarket Type2,15461.77,16,4.1
ITEM0884,About,Snacks,Regular,3.45,37.09,0.221,OUT013,Medium,Tier 1,Grocery Store,3883.5,15,2.8
ITEM0885,Decision,Vegetables,Regular,7.81,352.62,0.153,OUT018,Medium,Tier 2,Supermarket Type2,6554.82,54,3.9
ITEM0886,Trade,Snacks,Regular,1.02,358.37,0.238,OUT049,Medium,Tier 3,Supermarket Type1,17852.97,11,2.6
ITEM0887,Stop,Household,Regular,7.09,25.82,0.094,OUT010,Small,Tier 2,Supermarket Type2,13726.53,20,3.5
ITEM0888,Present,Dairy,Regular,1.62,299.84,0.238,OUT049,Medium,Tier 2,Grocery Store,18042.47,27,4.9
ITEM0889,Wife,Vegetables,Regular,8.15,449.39,0.162,OUT010,Large,Tier 2,Grocery Store,7011.03,34,4.7
ITEM0890,Protect,Dairy,Regular,4.38,92.97,0.216,OUT018,Medium,Tier 3,Grocery Store,15842.93,29,4.9
ITEM0891,Special,Beverages,Low Fat,7.44,312.35,0.137,OUT010,Small,Tier 1,Grocery Store,4691.62,25,3.1
ITEM0892,Shoulder,Household,Low Fat,3.19,56.55,0.192,OUT049,Large,Tier 3,Supermarket Type2,13649.95,26,3.0
ITEM0893,Member,Beverages,Regular,5.65,324.73,0.067,OUT018,Medium,Tier 3,Supermarket Type2,8402.53,30,4.6
ITEM0894,Pick,Fruits,Regular,7.85,125.62,0.016,OUT027,Small,Tier 1,Supermarket Type1,15730.14,33,3.8
ITEM0895,Move,Vegetables,Regular,1.62,311.43,0.094,OUT018,Large,Tier 3,Supermarket Type1,9232.77,44,2.5
ITEM0896,Goal,Beverages,Regular,5.57,418.54,0.086,OUT013,Medium,Tier 1,Supermarket Type1,6290.03,17,3.9
ITEM0897,Network,Household,Low Fat,8.11,152.46,0.128,OUT049,Large,Tier 1,Grocery Store,19420.71,17,4.9
ITEM0898,Brother,Vegetables,Low Fat,8.9,197.39,0.086,OUT027,Small,Tier 1,Supermarket Type2,4372.61,34,4.3
ITEM0899,Understand,Fruits,Regular,9.29,450.13,0.159,OUT010,Large,Tier 3,Supermarket Type2,17407.69,27,3.1
ITEM0900,Few,Beverages,Low Fat,5.58,344.35,0.208,OUT027,Medium,Tier 3,Grocery Store,18539.7,41,4.9
ITEM0901,Growth,Vegetables,Regular,0.95,202.18,0.175,OUT013,Medium,Tier 3,Supermarket Type2,11592.71,55,3.2
ITEM0902,Situation,Dairy,Regular,2.96,77.16,0.13,OUT010,Large,Tier 1,Supermarket Type2,8746.49,47,4.6
ITEM0903,Spend,Dairy,Low Fat,9.61,20.56,0.102,OUT027,Small,Tier 3,Supermarket Type2,14979.06,29,3.3
ITEM0904,Campaign,Vegetables,Low Fat,8.06,269.67,0.121,OUT013,Small,Tier 3,Supermarket Type1,14036.47,45,3.3
ITEM0905,Audience,Beverages,Regular,4.45,330.26,0.194,OUT013,Small,Tier 2,Supermarket Type2,11597.82,28,3.2
ITEM0906,Relate,Snacks,Low Fat,1.89,244.11,0.218,OUT027,Small,Tier 1,Supermarket Type1,6190.99,16,2.5
ITEM0907,More,Bakery,Regular,4.7,427.91,0.194,OUT049,Medium,Tier 3,Grocery Store,14412.81,21,4.2
ITEM0908,Interview,Beverages,Regular,6.27,485.92,0.117,OUT049,Medium,Tier 2,Supermarket Type2,1146.14,40,3.0
ITEM0909,Option,Vegetables,Low Fat,6.23,81.74,0.211,OUT018,Large,Tier 3,Supermarket Type1,11213.9,58,2.6
ITEM0910,Cell,Household,Regular,2.23,232.16,0.237,OUT018,Small,Tier 2,Grocery Store,8524.08,57,3.9
ITEM0911,Specific,Household,Regular,5.78,270.49,0.017,OUT010,Large,Tier 1,Grocery Store,4673.54,53,2.5
ITEM0912,Up,Dairy,Low Fat,1.7,188.05,0.05,OUT018,Medium,Tier 3,Supermarket Type1,15814.35,16,4.6
ITEM0913,Compare,Beverages,Low Fat,6.12,85.44,0.194,OUT018,Small,Tier 2,Grocery Store,11773.69,33,4.7
ITEM0914,Help,Dairy,Regular,3.64,159.48,0.135,OUT027,Medium,Tier 3,Supermarket Type1,7560.95,53,3.8
ITEM0915,Actually,Fruits,Regular,4.38,401.6,0.078,OUT027,Large,Tier 1,Supermarket Type2,6073.96,34,3.9
ITEM0916,Teacher,Snacks,Regular,2.43,491.76,0.171,OUT010,Medium,Tier 3,Supermarket Type2,15760.29,36,4.5
ITEM0917,Contain,Bakery,Low Fat,8.38,224.39,0.069,OUT013,Medium,Tier 2,Supermarket Type2,14141.55,18,3.9
ITEM0918,Ball,Bakery,Regular,8.7,405.41,0.19,OUT018,Large,Tier 2,Supermarket Type2,11607.78,41,3.7
ITEM0919,Million,Household,Low Fat,2.0,154.53,0.2,OUT049,Small,Tier 2,Supermarket Type1,3059.26,11,3.9
ITEM0920,Quickly,Bakery,Regular,9.72,406.12,0.054,OUT018,Large,Tier 2,Grocery Store,13267.72,14,3.8
ITEM0921,Edge,Beverages,Regular,2.02,419.63,0.15,OUT013,Small,Tier 2,Grocery Store,12911.7,43,3.1
ITEM0922,May,Fruits,Low Fat,6.48,262.54,0.216,OUT013,Large,Tier 3,Supermarket Type2,11574.33,36,3.2
ITEM0923,Should,Fruits,Regular,6.32,393.15,0.178,OUT049,Large,Tier 1,Supermarket Type2,18567.67,31,4.1
ITEM0924,Likely,Dairy,Regular,5.79,487.22,0.099,OUT027,Small,Tier 3,Supermarket Type2,1358.55,25,3.3
ITEM0925,Provide,Bakery,Regular,9.46,148.76,0.123,OUT013,Large,Tier 3,Supermarket Type1,18414.37,49,4.2
ITEM0926,Large,Fruits,Regular,2.82,462.45,0.013,OUT049,Medium,Tier 1,Supermarket Type1,13718.72,15,4.8
ITEM0927,Concern,Frozen Foods,Low Fat,0.85,141.63,0.035,OUT013,Large,Tier 3,Supermarket Type2,12604.96,19,3.1
ITEM0928,Pull,Dairy,Regular,1.75,96.07,0.073,OUT027,Small,Tier 1,Grocery Store,7019.42,34,4.1
ITEM0929,Policy,Bakery,Low Fat,1.09,285.74,0.09,OUT013,Medium,Tier 1,Supermarket Type1,3910.39,48,3.6
ITEM0930,When,Bakery,Regular,1.28,221.24,0.243,OUT013,Medium,Tier 3,Supermarket Type1,18596.62,50,3.7
ITEM0931,Modern,Bakery,Low Fat,4.44,184.74,0.179,OUT013,Medium,Tier 3,Supermarket Type2,2953.87,10,2.6
ITEM0932,Argue,Beverages,Regular,8.48,104.65,0.048,OUT049,Large,Tier 1,Grocery Store,2662.26,45,3.7
ITEM0933,Hundred,Dairy,Low Fat,7.12,361.24,0.181,OUT027,Small,Tier 2,Supermarket Type2,5537.41,26,3.2
ITEM0934,Manage,Fruits,Regular,3.0,235.85,0.049,OUT018,Small,Tier 1,Supermarket Type2,2783.8,38,4.1
ITEM0935,Later,Snacks,Low Fat,7.7,47.66,0.203,OUT010,Medium,Tier 2,Supermarket Type1,12921.83,22,4.4
ITEM0936,Enough,Fruits,Regular,2.16,231.36,0.114,OUT013,Large,Tier 1,Supermarket Type1,12255.88,19,4.3
ITEM0937,Hand,Bakery,Regular,3.84,405.79,0.099,OUT013,Medium,Tier 2,Supermarket Type2,6559.02,22,2.7
ITEM0938,Training,Fruits,Low Fat,6.23,267.47,0.151,OUT018,Large,Tier 2,Supermarket Type1,13072.94,21,4.4
ITEM0939,Protect,Household,Low Fat,6.86,205.87,0.229,OUT049,Small,Tier 1,Supermarket Type1,12911.12,26,3.6
ITEM0940,Drug,Snacks,Regular,6.24,73.74,0.108,OUT027,Small,Tier 3,Supermarket Type1,6344.41,32,4.3
ITEM0941,Window,Frozen Foods,Low Fat,7.37,350.79,0.073,OUT018,Large,Tier 3,Grocery Store,8347.44,25,4.4
ITEM0942,Fund,Snacks,Low Fat,7.7,373.62,0.039,OUT018,Large,Tier 2,Supermarket Type1,1160.1,34,4.0
ITEM0943,Style,Fruits,Regular,1.2,472.97,0.033,OUT018,Large,Tier 1,Supermarket Type1,12656.72,29,3.3
ITEM0944,Paper,Fruits,Low Fat,3.08,353.42,0.099,OUT027,Medium,Tier 3,Supermarket Type1,19263.17,22,4.3
ITEM0945,Reduce,Bakery,Low Fat,7.09,105.07,0.231,OUT013,Large,Tier 1,Grocery Store,13393.33,35,3.4
ITEM0946,Size,Dairy,Low Fat,7.7,157.1,0.136,OUT013,Medium,Tier 3,Grocery Store,15071.56,11,3.8
ITEM0947,No,Dairy,Regular,5.22,420.13,0.195,OUT013,Small,Tier 3,Supermarket Type1,14072.35,56,4.4
ITEM0948,Adult,Vegetables,Low Fat,8.6,302.54,0.042,OUT013,Medium,Tier 3,Grocery Store,6825.68,23,3.9
ITEM0949,Exactly,Beverages,Regular,3.63,111.92,0.089,OUT018,Large,Tier 2,Supermarket Type1,19505.16,54,3.0
ITEM0950,Figure,Dairy,Low Fat,1.76,195.45,0.078,OUT018,Small,Tier 3,Supermarket Type2,19814.48,16,4.8
ITEM0951,Green,Household,Regular,3.93,349.92,0.133,OUT049,Small,Tier 3,Grocery Store,455.98,30,2.7
ITEM0952,President,Snacks,Regular,2.42,207.31,0.043,OUT010,Medium,Tier 2,Supermarket Type1,4210.89,36,2.7
ITEM0953,Reduce,Bakery,Low Fat,3.12,107.47,0.136,OUT049,Large,Tier 2,Grocery Store,10966.13,50,4.9
ITEM0954,Growth,Beverages,Regular,4.25,63.04,0.075,OUT018,Large,Tier 2,Supermarket Type1,12809.73,33,3.9
ITEM0955,Get,Fruits,Regular,7.9,183.69,0.069,OUT018,Large,Tier 2,Grocery Store,18284.94,14,3.1
ITEM0956,Food,Vegetables,Regular,2.15,87.44,0.037,OUT010,Medium,Tier 3,Grocery Store,4525.26,33,3.3
ITEM0957,Financial,Frozen Foods,Regular,3.43,115.32,0.063,OUT018,Small,Tier 3,Supermarket Type2,9933.56,12,3.5
ITEM0958,While,Vegetables,Regular,4.75,323.65,0.143,OUT049,Medium,Tier 2,Grocery Store,3188.69,58,4.9
ITEM0959,Finish,Bakery,Regular,0.5,417.96,0.202,OUT049,Large,Tier 1,Supermarket Type2,17805.99,43,4.5
ITEM0960,Pattern,Beverages,Low Fat,1.73,87.62,0.207,OUT010,Small,Tier 3,Supermarket Type2,5561.85,27,4.7
ITEM0961,Whether,Fruits,Regular,5.76,184.0,0.037,OUT049,Small,Tier 3,Supermarket Type2,18258.27,32,4.7
ITEM0962,Now,Dairy,Regular,9.6,175.07,0.098,OUT013,Small,Tier 1,Supermarket Type1,7302.72,56,3.9
ITEM0963,Direction,Bakery,Low Fat,4.54,173.05,0.241,OUT027,Medium,Tier 1,Grocery Store,11238.22,25,4.2
ITEM0964,Theory,Vegetables,Low Fat,2.28,263.57,0.19,OUT027,Small,Tier 3,Supermarket Type2,811.53,22,2.8
ITEM0965,Whatever,Vegetables,Regular,2.68,246.39,0.012,OUT027,Medium,Tier 2,Grocery Store,5366.0,36,3.1
ITEM0966,Experience,Beverages,Regular,8.32,94.0,0.041,OUT027,Small,Tier 1,Grocery Store,7519.34,37,3.3
ITEM0967,Write,Beverages,Low Fat,5.69,69.59,0.224,OUT027,Medium,Tier 2,Grocery Store,1334.69,16,3.4
ITEM0968,Pull,Frozen Foods,Regular,1.94,308.94,0.048,OUT010,Large,Tier 3,Supermarket Type1,13002.88,59,2.6
ITEM0969,Play,Vegetables,Regular,2.32,434.13,0.17,OUT013,Large,Tier 2,Grocery Store,4982.05,15,4.4
ITEM0970,Government,Vegetables,Regular,1.22,36.33,0.174,OUT027,Small,Tier 3,Supermarket Type2,7938.86,34,2.9
ITEM0971,Learn,Frozen Foods,Low Fat,9.91,132.58,0.13,OUT018,Medium,Tier 3,Supermarket Type1,12730.47,33,3.5
ITEM0972,Dog,Vegetables,Regular,1.16,151.45,0.136,OUT027,Medium,Tier 1,Supermarket Type1,13113.49,30,3.2
ITEM0973,Writer,Household,Low Fat,5.46,427.36,0.051,OUT018,Large,Tier 1,Supermarket Type1,13673.04,14,3.8
ITEM0974,Address,Household,Low Fat,6.72,159.68,0.168,OUT018,Large,Tier 3,Supermarket Type2,17218.51,53,3.3
ITEM0975,Treatment,Dairy,Low Fat,3.61,349.41,0.162,OUT018,Large,Tier 3,Grocery Store,1248.18,32,3.4
ITEM0976,Fear,Beverages,Low Fat,9.75,212.11,0.085,OUT027,Medium,Tier 3,Grocery Store,8835.18,23,3.9
ITEM0977,Example,Frozen Foods,Regular,0.8,342.74,0.084,OUT010,Medium,Tier 2,Supermarket Type2,19621.12,26,4.2
ITEM0978,Method,Dairy,Regular,0.85,42.25,0.034,OUT010,Small,Tier 2,Supermarket Type2,7846.41,47,3.2
ITEM0979,Former,Vegetables,Regular,2.59,277.14,0.147,OUT010,Small,Tier 1,Supermarket Type2,5928.11,21,3.5
ITEM0980,Check,Frozen Foods,Low Fat,9.6,189.56,0.033,OUT049,Large,Tier 1,Grocery Store,5244.44,28,4.8
ITEM0981,Human,Bakery,Low Fat,6.8,42.87,0.162,OUT027,Small,Tier 1,Grocery Store,16954.08,53,3.1
ITEM0982,Budget,Snacks,Regular,9.82,498.06,0.127,OUT049,Large,Tier 2,Supermarket Type2,9332.23,39,4.1
ITEM0983,Great,Snacks,Low Fat,4.01,242.04,0.095,OUT049,Small,Tier 1,Grocery Store,15367.27,24,4.9
ITEM0984,Road,Frozen Foods,Regular,8.18,421.25,0.245,OUT027,Medium,Tier 2,Supermarket Type2,7899.56,31,2.9
ITEM0985,Employee,Bakery,Low Fat,3.47,463.16,0.121,OUT013,Small,Tier 2,Supermarket Type1,9174.44,40,3.2
ITEM0986,Miss,Vegetables,Regular,2.16,355.1,0.027,OUT010,Medium,Tier 2,Supermarket Type2,17913.73,41,2.7
ITEM0987,Hit,Bakery,Low Fat,2.16,200.24,0.165,OUT049,Small,Tier 2,Grocery Store,5862.65,19,2.8
ITEM0988,Window,Household,Low Fat,8.29,128.45,0.028,OUT013,Medium,Tier 2,Grocery Store,3559.19,39,3.8
ITEM0989,Find,Snacks,Low Fat,5.12,182.48,0.167,OUT018,Medium,Tier 1,Grocery Store,17606.96,41,3.3
ITEM0990,Peace,Vegetables,Regular,0.96,314.43,0.023,OUT049,Small,Tier 2,Grocery Store,4741.59,46,3.3
ITEM0991,Health,Beverages,Regular,6.88,292.02,0.176,OUT010,Small,Tier 3,Supermarket Type2,11087.09,33,4.4
ITEM0992,Various,Snacks,Low Fat,1.71,361.16,0.223,OUT018,Large,Tier 1,Supermarket Type2,16918.4,26,3.2
ITEM0993,Church,Dairy,Low Fat,0.98,280.58,0.212,OUT013,Medium,Tier 3,Grocery Store,3254.49,22,4.9
ITEM0994,Various,Snacks,Regular,1.36,144.98,0.024,OUT018,Large,Tier 1,Supermarket Type2,15050.52,13,2.9
ITEM0995,Easy,Household,Low Fat,1.08,218.2,0.064,OUT027,Medium,Tier 1,Grocery Store,9824.24,34,2.6
ITEM0996,Often,Dairy,Low Fat,4.03,469.37,0.244,OUT010,Large,Tier 3,Supermarket Type2,1899.14,26,3.4
ITEM0997,Way,Frozen Foods,Regular,9.78,481.09,0.058,OUT027,Small,Tier 1,Supermarket Type1,10802.87,37,3.4
ITEM0998,Value,Snacks,Regular,1.54,232.11,0.238,OUT027,Medium,Tier 3,Supermarket Type1,9426.32,10,4.7
ITEM0999,Feeling,Beverages,Low Fat,9.96,335.28,0.162,OUT049,Medium,Tier 3,Supermarket Type1,1137.34,55,3.3
ITEM1000,College,Beverages,Low Fat,9.23,414.69,0.05,OUT013,Medium,Tier 3,Grocery Store,15245.66,53,3.4
